Date,New Cases Reported,Total Active Cases,Recovered Cases,Deaths,Hospitalized Cases,ICU Cases,Tested Cases,Positivity Rate (%),Cases (1-day lag),Cases (7-day lag),Cases (14-day lag),Moving Avg (7 days),Moving Avg (14 days),Growth Rate (%),Day of the Week,Month,Holiday/Event Indicator,Temperature (°C),Humidity (%),Rainfall (mm),Air Quality Index (AQI),Mobility Index
2024-02-02,614,3801,476,12,91,16,5526,11.11111111111111,662.5702524593335,586.7879322971104,433.7925908053419,624.6790923782219,510.29026155122614,-7.3305815163071415,4,2,0,33.10763952838528,33.65146707144534,0.0,248,0.6146007185799255
2024-02-03,585,5723,488,11,87,10,5265,11.11111111111111,560.8056602886736,544.9075036165603,645.5539780830404,552.856581952617,595.2307408498004,4.314211040393637,5,2,0,30.0474905887536,61.66316174903394,0.0,106,0.8488057160695354
2024-02-04,681,6703,570,18,127,33,6129,11.11111111111111,643.2149080731743,652.8478963723383,841.1290769261909,648.0314022227562,746.9884866492646,5.874411717230767,6,2,0,17.93209643384051,50.533046747695714,0.0,215,0.8422001923899622
2024-02-05,540,5363,418,9,97,28,2700,20.0,549.9239837926987,507.64714128726774,607.4507073689567,528.7855625399832,557.5489243281122,-1.8046101070652056,0,2,0,24.633339759282308,45.11950360489018,0.0,216,0.6468998955348187
2024-02-06,585,3250,467,5,85,9,4680,12.5,616.261797813703,660.5329423391461,670.7182915870976,638.3973700764245,665.6256169631218,-5.072811250771943,1,2,0,28.620788541938182,39.500258851698796,0.0,298,0.7498758033448312
2024-02-07,484,3327,366,13,59,17,3872,12.5,530.2607847354134,494.8425754812044,432.5081271558103,512.5516801083089,463.67535131850735,-8.724157257545706,2,2,0,15.868015665963455,66.98573320894384,0.0,278,0.7835681766187106
2024-02-08,584,3140,428,8,75,22,4088,14.285714285714285,630.8552556253476,477.8162744477646,507.2495016331175,554.335765036556,492.5328880404411,-7.427259297206203,3,2,0,34.008229681531176,65.61055135563666,0.0,253,0.6216057914983159
2024-02-09,393,2174,301,5,64,11,3144,12.5,399.5753703914786,326.61988493089564,504.8622956476821,363.0976276611871,415.7410902892889,-1.6455895129463234,4,2,0,34.72421488959206,57.92646856078981,0.0,194,0.646527327677355
2024-02-10,435,3486,328,5,46,13,3045,14.285714285714285,454.63759722978733,454.73424409282745,413.6614324718515,454.68592066130736,434.1978382823395,-4.319395788963294,5,2,0,33.65456966708027,64.64255558001634,0.0,158,0.8500521588174631
2024-02-11,339,1974,265,8,50,14,2373,14.285714285714285,345.3820625008748,322.84880015916656,434.5805885154903,334.11543133002067,378.7146943373284,-1.8478268543140153,6,2,0,31.842378462714173,63.533148188445516,0.0,147,0.7549013347014156
2024-02-12,534,4672,471,11,92,23,3738,14.285714285714285,507.0167772661735,523.4362273022359,415.182676614539,515.2265022842047,469.30945195838746,5.321958551217892,0,2,0,34.08102054517445,54.246985378035205,0.0,239,0.7249327948567433
2024-02-13,691,6489,588,7,87,9,4146,16.666666666666664,693.8065242649043,766.2688034757307,699.3597875610325,730.0376638703175,732.8142955183816,-0.40451108007060427,1,2,0,32.043630006370805,52.07627355097942,0.0,182,0.6162328448927429
2024-02-14,443,3146,379,10,79,22,3544,12.5,485.56899744318474,462.15316693882204,479.3200606872027,473.8610821910034,470.73661381301235,-8.76682771497693,2,2,0,26.096312170844513,33.64008364205321,0.0,275,0.6904404958207078
2024-02-15,753,5076,604,19,105,23,5271,14.285714285714285,782.7648658469157,842.2972988329718,734.6328878300807,812.5310823399437,788.4650933315263,-3.802529615928972,3,2,0,31.841828300374193,60.756709652615896,0.0,133,0.7478182843985907
2024-02-16,538,4015,411,12,66,7,2690,20.0,533.7088215066324,556.241666000258,505.81699782023884,544.9752437534452,531.0293319102484,0.8040298980357584,4,2,0,28.953351473938636,37.20269089397194,0.0,181,0.7373027886086505
2024-02-17,496,3337,436,9,82,11,2976,16.666666666666664,468.60582733790704,559.8432623499386,449.8965900399423,514.2245448439228,504.8699261949405,5.845888178069815,5,2,0,21.952384289653672,31.272187259406607,0.0,119,0.8630144201351614
2024-02-18,489,2949,377,9,82,8,2445,20.0,487.1560195387055,525.7306906639938,492.4201677747664,506.44335510134965,509.0754292193801,0.3785194860243329,6,2,0,18.139553654323876,45.0914386096829,0.0,130,0.8754904253206338
2024-02-19,396,2528,341,9,46,6,2376,16.666666666666664,416.5884683878568,400.95249542940775,448.39461618661204,408.7704819086323,424.6735558080099,-4.942159937247297,0,2,0,16.24682725022483,35.909563676249064,0.0,164,0.7546367002517517
2024-02-20,557,4210,449,6,80,16,2785,20.0,583.4469399588514,486.2128481244435,578.3771337526952,534.8298940416474,532.2949909385693,-4.532878338639782,1,2,0,31.814199717558623,33.568173148482245,0.0,175,0.7343175485877852
2024-02-21,531,2972,466,11,89,22,4779,11.11111111111111,528.8316192063014,548.8839705532895,606.4516406608193,538.8577948797954,577.6678056070543,0.41003236473511356,2,2,0,26.15484531900875,53.46141738643036,0.0,285,0.6063444983632063
2024-02-22,461,3141,382,9,62,18,4149,11.11111111111111,500.9863861506605,370.18933656192337,385.0270518472853,435.5878613562919,377.60819420460433,-7.981531485894607,3,2,0,22.30713639348115,49.51239203234952,0.0,143,0.7069933346818889
2024-02-23,433,2568,327,5,82,9,3031,14.285714285714285,391.2797988916961,467.1137252818643,562.1869879328289,429.19676208678015,514.6503566073466,10.662498096369093,4,2,0,32.93220525948041,53.0399367122264,0.0,124,0.6075395449829706
2024-02-24,523,3289,383,12,100,21,3138,16.666666666666664,499.98581319686576,579.3779216237532,424.79432829735083,539.6818674103095,502.086124960552,4.602967963427508,5,2,0,21.473584728084873,47.01745754465667,0.0,274,0.8616135634232045
2024-02-25,527,4575,424,12,93,10,3689,14.285714285714285,572.5343116738809,489.1913741072256,556.6858354478077,530.8628428905532,522.9386047775166,-7.9531149042849885,6,2,0,22.38460963019792,48.170718888763986,0.0,54,0.7641449048919915
2024-02-26,600,3763,501,15,95,18,4200,14.285714285714285,581.8641919851594,703.0869946194781,719.0229868035825,642.4755933023188,711.0549907115303,3.1168455224863054,0,2,1,34.300538213330256,34.97188893942179,0.0,169,1.0687288122353762
2024-02-27,442,4399,327,7,85,20,3536,12.5,472.2176638654313,378.31175618752803,520.3048911052429,425.26471002647963,449.3083236463855,-6.399096471334556,1,2,0,19.032546400954892,36.54623771462818,0.0,262,0.6558890614637806
2024-02-28,442,3610,389,7,70,16,3094,14.285714285714285,452.9705765056745,449.0332917465072,425.7550879129875,451.0019341260909,437.39418982974735,-2.4219181277301063,2,2,0,26.549725418122513,44.214498072735836,0.0,288,0.7565000288760587
2024-02-29,431,2982,348,12,70,8,3017,14.285714285714285,442.00843417475625,402.5377279668817,337.7157579907519,422.273081070819,370.12674297881676,-2.490548442884205,3,2,0,30.88050378540592,54.80291023714054,0.0,293,0.7773005053283806
2024-03-01,547,5463,465,13,97,12,4376,12.5,554.645931524922,604.4259604400631,670.6544819852062,579.5359459824926,637.5402212126346,-1.378524765141722,4,3,0,31.841634974318147,62.850292186880516,0.0,208,0.6797284988426128
2024-03-02,658,4536,520,14,98,20,5922,11.11111111111111,622.3694836126156,716.496876001055,744.8704246283902,669.4331798068354,730.6836503147226,5.724978059747239,5,3,0,37.82295265770595,57.757937778684,0.0,85,0.8725844787021978
2024-03-03,571,5215,509,9,70,12,3426,16.666666666666664,622.0797573836694,491.82546047171274,600.5423404489547,556.952608927691,546.1839004603337,-8.211126753022736,6,3,0,35.11777357768932,54.45816941738592,0.0,160,0.7534150014912665
2024-03-04,656,5661,536,7,125,32,5904,11.11111111111111,683.189708821918,564.8262448607022,686.0270985616577,624.0079768413101,625.42667171118,-3.9798182658230465,0,3,0,37.13430092765712,46.96522685209544,0.0,78,0.7069321846151048
2024-03-05,437,2592,379,7,57,8,3933,11.11111111111111,426.451318038897,479.69483914220694,359.80302575609215,453.073078590552,419.74893244914955,2.4735958161913443,1,3,0,40.755797774289846,54.14886126920556,0.0,84,0.7717522859677408
2024-03-06,450,3145,363,12,60,10,2700,16.666666666666664,487.6609252445371,465.6722803445821,323.8686009657284,476.6666027945596,394.7704406551552,-7.722768689259259,2,3,0,43.25498925758258,39.929057710286074,0.0,74,0.665176268523158
2024-03-07,230,2202,177,4,37,3,2070,11.11111111111111,230.6979893907134,273.74980104281354,224.34048034634782,252.22389521676348,249.04514069458068,-0.30255547200771815,3,3,0,36.14610737780096,64.42528071562936,0.0,112,0.7908084530156172
2024-03-08,494,4932,395,10,52,12,3458,14.285714285714285,523.6184637809379,464.2388710121482,484.58391395002485,493.928667396543,474.4113924810865,-5.656497207350029,4,3,0,37.49951974102105,45.10903789760677,0.0,193,0.6243759003562767
2024-03-09,428,3799,338,8,61,10,2996,14.285714285714285,398.488565051669,373.54609594079045,520.9065474762713,386.01733049622976,447.22632170853086,7.405842359492665,5,3,0,43.922309242672654,44.93237265119012,0.0,251,0.7036550139447012
2024-03-10,510,4838,410,13,100,26,4590,11.11111111111111,500.6144185272142,520.5514094329053,434.6899005972511,510.58291398005974,477.6206550150782,1.8748124555416898,6,3,0,28.922261993869057,50.220315164241356,0.0,121,0.8808270705156381
2024-03-11,509,2999,422,7,55,8,3563,14.285714285714285,556.0977006288863,599.4818201275328,399.38639661671374,577.7897603782096,499.4341083721233,-8.46932123179504,0,3,0,33.127846165470444,42.95960244427199,0.0,259,0.6137297332295745
2024-03-12,486,2461,348,6,49,6,3888,12.5,499.8923647833054,525.6471286709262,605.7379594323526,512.7697467271158,565.6925440516394,-2.779071208524563,1,3,0,37.495225420865026,43.434634285993404,0.0,179,0.7983778391894985
2024-03-13,467,4274,359,11,63,17,3269,14.285714285714285,508.8855388702655,516.2415623490433,366.15971184975996,512.5635506096544,441.20063709940166,-8.230836931081226,2,3,0,42.36935951795826,49.497247929980546,0.0,287,0.7902793723958212
2024-03-14,490,3604,360,9,74,18,2940,16.666666666666664,503.08086554296244,442.54598634490765,383.97068577741027,472.81342594393504,413.25833606115896,-2.6001516731996146,3,3,1,41.69860473598598,69.37608722814208,0.0,235,0.9411062730108962
2024-03-15,529,4452,457,10,96,19,3174,16.666666666666664,534.732032666171,561.0405541752544,633.6600484966658,547.8862934207127,597.3503013359601,-1.0719448837936847,4,3,0,29.128425435212066,30.439833146339218,0.0,262,0.7075169251385132
2024-03-16,562,3550,423,13,70,15,5058,11.11111111111111,525.5117317172758,655.159805443931,534.609420993607,590.3357685806034,594.884613218769,6.94337844057016,5,3,0,32.66277056498995,50.7567082113135,0.0,113,0.7369840594934288
2024-03-17,537,3180,385,13,57,15,3759,14.285714285714285,521.4992497483356,584.0510604335759,471.63261677378694,552.7751550909558,527.8418386036815,2.9723437299564126,6,3,0,36.32809280593794,49.04201608796399,0.0,160,0.785631034606024
2024-03-18,488,4767,354,9,61,12,3416,14.285714285714285,497.2796060363449,400.4383187921257,486.936037180522,448.8589624142353,443.68717798632383,-1.8660741208169844,0,3,0,36.93685697833779,43.369755632678434,0.0,203,0.6122850258519665
2024-03-19,288,1946,225,6,46,8,2016,14.285714285714285,306.38029349803395,322.4927092572264,321.64355016364493,314.4365013776302,322.06812971043564,-5.999176150718029,1,3,0,30.44290274459925,53.609226674763484,0.0,68,0.6447849175593179
2024-03-20,464,3049,399,13,83,19,2320,20.0,434.78033579622394,471.7768158334233,567.8281207079921,453.2785758148236,519.8024682707077,6.720557899718573,2,3,0,39.644497728191226,62.26244591445799,0.0,264,0.6726545592797799
2024-03-21,583,5773,513,13,98,10,3498,16.666666666666664,529.2971662055678,630.9401302306585,731.7518614319999,580.1186482181131,681.3459958313292,10.146064861714214,3,3,0,28.611506902546672,52.717809222105174,0.0,299,0.687729500049211
2024-03-22,636,4174,460,15,75,9,4452,14.285714285714285,692.5106974152288,629.4400967176588,774.155475617522,660.9753970664437,701.7977861675904,-8.160263462521659,4,3,0,41.8909879707014,42.76401892973023,0.0,283,0.7954992516417787
2024-03-23,634,4326,514,12,119,24,3804,16.666666666666664,662.500426629847,523.7743680266118,563.7364445107642,593.1373973282293,543.7554062686879,-4.301948419086946,5,3,0,35.78982584750675,61.628926593558546,0.0,202,0.8615731291367963
2024-03-24,629,5465,505,11,118,21,4403,14.285714285714285,675.558438336737,508.55138376995745,770.4124112710169,592.0549110533473,639.4818975204872,-6.891844686503587,6,3,0,35.57874268054424,67.56270794051585,0.0,276,0.8474819888623892
2024-03-25,497,3928,374,8,54,9,3976,12.5,520.6156807779358,445.0688965787385,380.8433805357819,482.8422886783371,412.95613855726015,-4.536106316015653,0,3,0,32.092443152815534,41.489559666163274,0.0,117,0.7074082629483949
2024-03-26,444,3808,363,6,84,9,2220,20.0,434.3767564799836,377.3001101759217,565.5891418298309,405.83843332795266,471.44462600287625,2.2154140101784736,1,3,0,40.95978644286767,40.35930606407255,0.0,173,0.7679995521208687
2024-03-27,598,5814,474,13,69,20,4186,14.285714285714285,586.2289962764884,678.8079158797523,501.32822745484077,632.5184560781204,590.0680716672965,2.007919055228712,2,3,0,41.61285035501249,34.81355048139984,0.0,156,0.6678645671311422
2024-03-28,478,2811,355,6,85,14,4302,11.11111111111111,490.4067694384323,423.76115320458905,483.2370731627893,457.0839613215107,453.49911318368913,-2.52989359274942,3,3,0,36.94548144860682,51.00126003441073,0.0,172,0.7417798225546632
2024-03-29,642,5444,469,16,78,11,3210,20.0,653.9334876336748,662.5661381727499,484.64072976561516,658.2498129032124,573.6034339691826,-1.824877890388716,4,3,0,42.549217252607605,40.624001703548245,0.0,269,0.7987567950756345
2024-03-30,442,3263,313,11,45,7,2210,20.0,446.49579156184797,368.97925915233736,417.7217921063493,407.73752535709264,393.35052562934334,-1.0069056969432186,5,3,0,32.45377034024628,40.39015135041305,0.0,182,0.7629257817870397
2024-03-31,504,4944,363,14,100,11,4536,11.11111111111111,502.0431269945262,522.6294093873588,602.1835240957652,512.3362681909425,562.406466741562,0.38978185344128014,6,3,0,31.95618415804386,57.12064610236254,0.0,140,0.8348035069767934
2024-04-01,436,4064,369,8,81,12,3052,14.285714285714285,468.0280543236948,472.33850313910204,524.1626866999366,470.18327873139845,498.2505949195193,-6.843191135192877,0,4,0,38.94942923338567,57.205630870412016,0.0,240,0.7688629728304766
2024-04-02,407,3829,363,7,76,7,2849,14.285714285714285,384.9100881481288,473.53657314905314,285.1735312234427,429.22333064859095,379.3550521862479,5.738979707741541,1,4,0,36.12363470079514,60.26543215139739,0.0,61,0.7831615166701344
2024-04-03,559,2812,423,12,110,24,3354,16.666666666666664,573.9818376065365,567.9407309044653,652.8601455336936,570.9612842555009,610.4004382190794,-2.6101588281973673,2,4,0,27.139612776539167,60.44111610008112,0.0,123,0.7435865381880205
2024-04-04,618,4301,454,15,110,14,4944,12.5,564.5846605053993,568.798193749253,695.1902104696704,566.691427127326,631.9942021094616,9.46099730141179,3,4,0,26.347012029375435,53.28681840705093,0.0,242,0.6567215846834272
2024-04-05,476,2517,340,12,94,22,3808,12.5,499.76685438192646,405.5684201208723,549.7599687573289,452.66763725139936,477.6641944391006,-4.755588365562878,4,4,0,25.49173832917603,30.88494206115989,0.0,183,0.6652564303137893
2024-04-06,613,3838,429,8,90,25,4291,14.285714285714285,607.0400491828183,530.5205609561973,721.430952030224,568.7803050695078,625.9757564932106,0.9818052079438339,5,4,1,38.87364451562977,38.83078451155042,0.0,179,0.9062274096371893
2024-04-07,454,4024,338,5,84,24,3632,12.5,474.99932208121066,528.3696511881238,551.3448890859967,501.6844866346672,539.8572701370603,-4.4209162213541875,6,4,0,44.29040944540417,60.40376313752389,0.0,246,0.8521771955343019
2024-04-08,495,4687,369,7,51,11,3960,12.5,501.21227834799487,489.3634271002975,507.8401433196176,495.2878527241462,498.60178520995754,-1.2394505514650707,0,4,0,28.18491476558529,38.148049971050966,0.0,142,0.6085479212123902
2024-04-09,524,4654,447,14,92,20,4192,12.5,475.0087436106832,612.209708902168,560.67485888532,543.6092262564256,586.4422838937439,10.313758861977915,1,4,0,40.93074581952352,49.260894060502004,0.0,255,0.7729304709205491
2024-04-10,663,4135,538,9,76,17,5967,11.11111111111111,632.368525428094,741.9126734889823,587.5619872597977,687.1405994585382,664.73733037439,4.8439277636674625,2,4,0,34.10440298163603,30.464821596324025,0.0,67,0.6237321228949078
2024-04-11,650,5461,506,19,111,25,3250,20.0,696.8159116345967,722.761257112271,470.4513418858593,709.7885843734339,596.6062994990651,-6.718548020061066,3,4,0,34.61013894515658,34.197207136726995,0.0,194,0.6343753024271849
2024-04-12,516,2627,410,7,69,17,3096,16.666666666666664,498.09080701078,519.6556831946044,388.4034681352404,508.8732451026922,454.0295756649224,3.595567863759509,4,4,0,32.01253862418361,31.32812435165466,0.0,165,0.6953052941664475
2024-04-13,408,2769,311,12,48,11,2448,16.666666666666664,370.5605732147886,435.8069068034401,518.539433722184,403.18374000911433,477.17317026281205,10.103456625297898,5,4,0,27.484399334561186,65.84885210740154,0.0,58,0.8475760830337484
2024-04-14,681,6370,573,17,91,23,4767,14.285714285714285,734.7740285554439,693.9641632642778,810.647868806675,714.3690959098608,752.3060160354764,-7.318444374138121,6,4,0,34.046365690366,55.743107807860994,0.0,90,0.7278004410398154
2024-04-15,535,3113,421,13,85,19,2675,20.0,574.7808416253656,474.9117932946215,687.7527471179412,524.8463174599935,581.3322702062814,-6.921045160947488,0,4,0,31.737915835422136,37.28471662754797,0.0,168,0.6880142150132997
2024-04-16,443,2573,311,10,59,12,3101,14.285714285714285,456.3188558103386,389.75892230464456,490.90466683823723,423.0388890574916,440.3317945714409,-2.918760783331378,1,4,0,26.443968179583518,31.226100088232243,0.0,146,0.696570254882021
2024-04-17,491,4518,360,14,69,18,4419,11.11111111111111,475.87081626811175,465.67201305017596,634.6615614766426,470.77141465914383,550.1667872634093,3.1792627777712403,2,4,0,25.80218382824965,64.68125984489794,0.0,145,0.6424571283337183
2024-04-18,459,3202,376,10,82,18,3213,14.285714285714285,467.4777601648707,534.7099102552245,379.31636685216057,501.0938352100476,457.01313855369256,-1.8135109062473347,3,4,0,37.45933167126965,55.26240880370082,0.0,192,0.6231116753361263
2024-04-19,507,3132,433,9,81,18,3042,16.666666666666664,474.6510630047423,578.8692969353507,504.65092393149223,526.7601799700465,541.7601104334215,6.815309079995571,4,4,0,29.94462148806354,64.82999605090046,0.0,160,0.7672841845971279
2024-04-20,654,5436,470,15,85,15,4578,14.285714285714285,674.501155722001,608.2697208011801,761.3108545194222,641.3854382615906,684.7902876603011,-3.0394544987926895,5,4,0,27.617473214366996,68.79284180314178,0.0,96,0.8004931299525531
2024-04-21,680,4197,596,12,90,17,5440,12.5,724.7281377600349,661.2014064360112,577.475423215753,692.9647720980231,619.3384148258822,-6.171712595329759,6,4,0,37.3428997320806,58.27108867541783,0.0,113,0.7028762471968305
2024-04-22,370,2970,285,7,65,15,2960,12.5,396.9519971478885,378.6047569398917,378.8590963694911,387.7783770438901,378.7319266546914,-6.789737132333223,0,4,0,25.683755318783163,69.46771921428646,0.0,250,0.7605962602618208
2024-04-23,348,2664,308,3,39,7,3132,11.11111111111111,319.36346866193765,292.78060683166296,365.6792422524125,306.07203774680033,329.22992454203774,8.966752352121892,1,4,0,38.76415731733191,45.89515953857604,0.0,291,0.796158761082917
2024-04-24,513,4791,405,10,76,17,4104,12.5,474.6010791113622,437.63304696371574,403.2823390357251,456.11706303753897,420.4576929997204,8.090778251186348,2,4,0,43.79639583853684,59.31595673365367,0.0,57,0.7211852390828495
2024-04-25,545,5368,391,12,78,21,3270,16.666666666666664,562.617926190455,649.3416206533157,503.8950428547122,605.9797734218853,576.618331754014,-3.131419275910359,3,4,0,25.350319817241246,39.76589161689497,0.0,75,0.7007416774168141
2024-04-26,520,2679,460,12,87,12,4680,11.11111111111111,537.3650377670544,536.0545292360437,472.7549841794948,536.709783501549,504.40475670776925,-3.231516110391633,4,4,0,28.1857489048561,54.19815690762164,0.0,112,0.7756831726089923
2024-04-27,605,5980,472,16,107,22,3025,20.0,557.7022654436557,641.4238187655952,701.2642838337498,599.5630421046255,671.3440512996725,8.480821665430858,5,4,0,43.51349661761424,47.526893856479504,0.0,275,0.8905033579369197
