New Cases Reported,Cases (1-day lag),Cases (7-day lag),Cases (14-day lag),Moving Avg (7 days),Moving Avg (14 days),Growth Rate (%),Temperature (?C),Humidity (%),Rainfall (mm)
656,683.189708821918,564.8262448607022,686.0270985616577,624.0079768413101,625.42667171118,-3.979818266,37.13430092765712,46.96522685209544,0
437,426.451318038897,479.69483914220694,359.80302575609215,453.073078590552,419.74893244914955,2.4735958161913443,40.755797774289846,54.14886126920556,0
450,487.6609252445371,465.6722803445821,323.8686009657284,476.6666027945596,394.7704406551552,-7.722768689,43.25498925758258,39.929057710286074,0
230,230.6979893907134,273.74980104281354,224.34048034634782,252.22389521676348,249.04514069458068,-0.302555472,36.14610737780096,64.42528071562936,0
494,523.6184637809379,464.2388710121482,484.58391395002485,493.928667396543,474.4113924810865,-5.656497207,37.49951974102105,45.10903789760677,0
428,398.488565051669,373.54609594079045,520.9065474762713,386.01733049622976,447.22632170853086,7.405842359492665,43.922309242672654,44.93237265119012,0
510,500.6144185272142,520.5514094329053,434.6899005972511,510.58291398005974,477.6206550150782,1.8748124555416898,28.922261993869057,50.220315164241356,0
509,556.0977006288863,599.4818201275328,399.38639661671374,577.7897603782096,499.4341083721233,-8.469321232,33.127846165470444,42.95960244427199,0
486,499.8923647833054,525.6471286709262,605.7379594323526,512.7697467271158,565.6925440516394,-2.779071209,37.495225420865026,43.434634285993404,0
467,508.8855388702655,516.2415623490433,366.15971184975996,512.5635506096544,441.20063709940166,-8.230836931,42.36935951795826,49.497247929980546,0
490,503.08086554296244,442.54598634490765,383.97068577741027,472.81342594393504,413.25833606115896,-2.600151673,41.69860473598598,69.37608722814208,0
529,534.732032666171,561.0405541752544,633.6600484966658,547.8862934207127,597.3503013359601,-1.071944884,29.128425435212066,30.439833146339218,0
562,525.5117317172758,655.159805443931,534.609420993607,590.3357685806034,594.884613218769,6.94337844057016,32.66277056498995,50.7567082113135,0
537,521.4992497483356,584.0510604335759,471.63261677378694,552.7751550909558,527.8418386036815,2.9723437299564126,36.32809280593794,49.04201608796399,0
488,497.2796060363449,400.4383187921257,486.936037180522,448.8589624142353,443.68717798632383,-1.866074121,36.93685697833779,43.369755632678434,0
288,306.38029349803395,322.4927092572264,321.64355016364493,314.4365013776302,322.06812971043564,-5.999176151,30.44290274459925,53.609226674763484,0
464,434.78033579622394,471.7768158334233,567.8281207079921,453.2785758148236,519.8024682707077,6.720557899718573,39.644497728191226,62.26244591445799,0
583,529.2971662055678,630.9401302306585,731.7518614319999,580.1186482181131,681.3459958313292,10.146064861714214,28.611506902546672,52.717809222105174,0
636,692.5106974152288,629.4400967176588,774.155475617522,660.9753970664437,701.7977861675904,-8.160263463,41.8909879707014,42.76401892973023,0
634,662.500426629847,523.7743680266118,563.7364445107642,593.1373973282293,543.7554062686879,-4.301948419,35.78982584750675,61.628926593558546,0
629,675.558438336737,508.55138376995745,770.4124112710169,592.0549110533473,639.4818975204872,-6.891844687,35.57874268054424,67.56270794051585,0
497,520.6156807779358,445.0688965787385,380.8433805357819,482.8422886783371,412.95613855726015,-4.536106316,32.092443152815534,41.489559666163274,0
444,434.3767564799836,377.3001101759217,565.5891418298309,405.83843332795266,471.44462600287625,2.2154140101784736,40.95978644286767,40.35930606407255,0
598,586.2289962764884,678.8079158797523,501.32822745484077,632.5184560781204,590.0680716672965,2.007919055228712,41.61285035501249,34.81355048139984,0
478,490.4067694384323,423.76115320458905,483.2370731627893,457.0839613215107,453.49911318368913,-2.529893593,36.94548144860682,51.00126003441073,0
642,653.9334876336748,662.5661381727499,484.64072976561516,658.2498129032124,573.6034339691826,-1.82487789,42.549217252607605,40.624001703548245,0
442,446.49579156184797,368.97925915233736,417.7217921063493,407.73752535709264,393.35052562934334,-1.006905697,32.45377034024628,40.39015135041305,0
504,502.0431269945262,522.6294093873588,602.1835240957652,512.3362681909425,562.406466741562,0.38978185344128014,31.95618415804386,57.12064610236254,0
436,468.0280543236948,472.33850313910204,524.1626866999366,470.18327873139845,498.2505949195193,-6.843191135,38.94942923338567,57.205630870412016,0
407,384.9100881481288,473.53657314905314,285.1735312234427,429.22333064859095,379.3550521862479,5.738979707741541,36.12363470079514,60.26543215139739,0
559,573.9818376065365,567.9407309044653,652.8601455336936,570.9612842555009,610.4004382190794,-2.610158828,27.139612776539167,60.44111610008112,0
618,564.5846605053993,568.798193749253,695.1902104696704,566.691427127326,631.9942021094616,9.46099730141179,26.347012029375435,53.28681840705093,0
476,499.76685438192646,405.5684201208723,549.7599687573289,452.66763725139936,477.6641944391006,-4.755588366,25.49173832917603,30.88494206115989,0
613,607.0400491828183,530.5205609561973,721.430952030224,568.7803050695078,625.9757564932106,0.9818052079438339,38.87364451562977,38.83078451155042,0
454,474.99932208121066,528.3696511881238,551.3448890859967,501.6844866346672,539.8572701370603,-4.420916221,44.29040944540417,60.40376313752389,0
495,501.21227834799487,489.3634271002975,507.8401433196176,495.2878527241462,498.60178520995754,-1.239450551,28.18491476558529,38.148049971050966,0
524,475.0087436106832,612.209708902168,560.67485888532,543.6092262564256,586.4422838937439,10.313758861977915,40.93074581952352,49.260894060502004,0
663,632.368525428094,741.9126734889823,587.5619872597977,687.1405994585382,664.73733037439,4.8439277636674625,34.10440298163603,30.464821596324025,0
650,696.8159116345967,722.761257112271,470.4513418858593,709.7885843734339,596.6062994990651,-6.71854802,34.61013894515658,34.197207136726995,0
516,498.09080701078,519.6556831946044,388.4034681352404,508.8732451026922,454.0295756649224,3.595567863759509,32.01253862418361,31.32812435165466,0
408,370.5605732147886,435.8069068034401,518.539433722184,403.18374000911433,477.17317026281205,10.103456625297898,27.484399334561186,65.84885210740154,0
681,734.7740285554439,693.9641632642778,810.647868806675,714.3690959098608,752.3060160354764,-7.318444374,34.046365690366,55.743107807860994,0
535,574.7808416253656,474.9117932946215,687.7527471179412,524.8463174599935,581.3322702062814,-6.921045161,31.737915835422136,37.28471662754797,0
443,456.3188558103386,389.75892230464456,490.90466683823723,423.0388890574916,440.3317945714409,-2.918760783,26.443968179583518,31.226100088232243,0
491,475.87081626811175,465.67201305017596,634.6615614766426,470.77141465914383,550.1667872634093,3.1792627777712403,25.80218382824965,64.68125984489794,0
459,467.4777601648707,534.7099102552245,379.31636685216057,501.0938352100476,457.01313855369256,-1.813510906,37.45933167126965,55.26240880370082,0
507,474.6510630047423,578.8692969353507,504.65092393149223,526.7601799700465,541.7601104334215,6.815309079995571,29.94462148806354,64.82999605090046,0
654,674.501155722001,608.2697208011801,761.3108545194222,641.3854382615906,684.7902876603011,-3.039454499,27.617473214366996,68.79284180314178,0
680,724.7281377600349,661.2014064360112,577.475423215753,692.9647720980231,619.3384148258822,-6.171712595,37.3428997320806,58.27108867541783,0
370,396.9519971478885,378.6047569398917,378.8590963694911,387.7783770438901,378.7319266546914,-6.789737132,25.683755318783163,69.46771921428646,0
348,319.36346866193765,292.78060683166296,365.6792422524125,306.07203774680033,329.22992454203774,8.966752352121892,38.76415731733191,45.89515953857604,0
513,474.6010791113622,437.63304696371574,403.2823390357251,456.11706303753897,420.4576929997204,8.090778251186348,43.79639583853684,59.31595673365367,0
545,562.617926190455,649.3416206533157,503.8950428547122,605.9797734218853,576.618331754014,-3.131419276,25.350319817241246,39.76589161689497,0
520,537.3650377670544,536.0545292360437,472.7549841794948,536.709783501549,504.40475670776925,-3.23151611,28.1857489048561,54.19815690762164,0
605,557.7022654436557,641.4238187655952,701.2642838337498,599.5630421046255,671.3440512996725,8.480821665430858,43.51349661761424,47.526893856479504,0
572,556.7231995892879,548.2443118401976,639.0843453359607,552.4837557147428,593.6643285880791,2.7440567272896605,32.771162025406916,47.94774490490123,0
563,592.2021713241147,563.100283616243,577.3104460301556,577.6512274701788,570.2053648231993,-4.931115207,44.029571193319825,63.886694454902965,0
361,376.5584434925677,364.0662087308823,430.8304145157748,370.312326111725,397.44831162332855,-4.131747345,33.61724183076067,65.8685715936049,0
335,308.2951955060975,333.10681573096764,286.1120901118221,320.7010056185326,309.6094529213949,8.66208908966741,30.697458039238455,42.29159859705146,0
745,688.8601754716527,852.1059063976155,879.0021496545377,770.4830409346341,865.5540280260766,8.149669051474653,28.69170259074066,41.8111315688124,0
597,581.8970561547835,603.3280075639229,458.1274161680987,592.6125318593532,530.7277118660108,2.5954666182739947,25.051680296899647,55.5194082317319,0
471,446.2132066553963,523.8510070719435,407.36018564590324,485.0321068636699,465.6055963589234,5.554921498266229,41.45228637027357,46.94953014595051,0
540,565.5823644539718,618.3641687493374,448.2236952294113,591.9732666016546,533.2939319893744,-4.523189912,26.914291110403234,30.945543441853456,0
429,437.32662546965037,459.1743576569937,414.25534724905026,448.25049156332204,436.714852453022,-1.903983198,33.91581829154458,58.980674055944725,0
435,398.40948510204186,362.90453542977895,537.8838182873349,380.6570102659104,450.3941768585569,9.184147533180962,28.83734649437486,42.93486248462083,0
616,638.1922539119453,549.6763122075486,600.0549551477842,593.9342830597469,574.8656336776664,-3.477361841,28.806497256381355,32.09355503146033,0
344,315.70719671461444,407.5252052673823,371.85575340998923,361.6162009909984,389.6904793386858,8.961722627742637,40.09675639881696,36.8191175269567,0
488,450.8953105969223,580.5569355081886,347.4637170150814,515.7261230525555,464.010326261635,8.22911406063556,39.74360450014486,60.743992191540336,0
409,417.874188555571,410.118767445831,325.39320665989777,413.996478000701,367.7559870528644,-2.123650802,26.262180661583002,34.70596113894234,0
421,429.47004286896396,423.6404156240902,526.9384124339618,426.5552292465271,475.28941402902603,-1.972208076,34.9392696581166,69.6863205929325,0
366,392.9417497158654,410.7874785772197,429.69068381303066,401.8646141465425,420.2390811951252,-6.856423308,31.093582781960816,33.23677132205009,0
571,550.1620913475234,674.4189553041356,682.4137829165736,612.2905233258296,678.4163691103546,3.7875944162997244,38.32613771670079,34.87047644501099,0
512,492.7299720279306,513.257853509682,493.41799074803,502.99391276880635,503.337922128856,3.910869860982814,27.11329368523488,55.63305258760825,0
504,529.6287572698614,528.0907466837697,442.72016658682,528.8597519768155,485.40545663529485,-4.839004098,33.60674355017842,36.82659034199994,0
476,488.67965239648186,424.38153276279525,399.64356581350165,456.53059257963855,412.0125492881484,-2.594675742,29.416052595712785,36.950103826491784,0
244,243.1037805109013,212.4641853660402,227.46833051313635,227.78398293847073,219.96625793958827,0.3686571583606137,44.27644550964702,39.943210308597685,0
593,559.2229420212444,477.27504774553154,500.91947861391685,518.2489948833879,489.0972631797242,6.039998619633244,44.517475098201075,62.06148447531958,0
487,522.5179221944767,437.0295082452681,531.3298513195849,479.77371521987243,484.17967978242655,-6.7974553,41.21371855972532,54.563252447389445,0
456,496.3862000968895,512.3403434024661,340.1076527422508,504.36327174967784,426.2239980723585,-8.13604409,30.587354278694328,67.21275539351295,0
558,518.9588604911818,610.9952171786356,562.0918990880834,564.9770388349086,586.5435581333595,7.522973877325602,38.604555584167066,31.66691602409537,0
550,576.1259195404908,517.7153098704541,482.8567418249262,546.9206147054724,500.28602584769015,-4.534758575,31.994064594916992,60.986141247247275,0
438,472.9437121829463,487.49135878360187,366.4769873303293,480.2175354832741,426.9841730569656,-7.388556245,44.519816991975844,56.69401592185714,0
619,596.990279326445,526.207832039168,609.4684312191679,561.5990556828065,567.838131629168,3.686780410962044,27.279132694286343,49.440620119101595,0
574,559.7639837652627,585.5011095291927,535.6520238481194,572.6325466472276,560.576566688656,2.5432176144986185,28.27367602930603,40.95165230056426,0
559,531.9926551486253,568.8421071052633,604.6381341549834,550.4173811269443,586.7401206301233,5.0766386697255275,29.421267429074568,69.13589115202385,0
588,614.8065879835355,495.78836168484844,653.3731400856801,555.2974748341919,574.5807508852643,-4.360166027,26.837417754200892,68.60518968507986,0
573,549.7990525211369,587.9030407632865,637.9387668448212,568.8510466422117,612.9209038040539,4.219895864220527,42.46645831721615,55.45165415916992,0
380,372.5135680054579,425.61078724227224,312.5201246953889,399.06217762386507,369.0654559688306,2.0097071992911717,36.101698986045726,59.32285184118699,0
476,500.8463203546746,387.5232819806215,546.18156834804,444.18480116764806,466.8524251643307,-4.960867105,29.04961120330475,68.32293920477521,0
612,639.1814828360151,706.5407270578503,646.1658795133872,672.8611049469328,676.3533032856187,-4.252545414,32.830513963556584,46.50487363394495,6.956181464968068
578,579.1686827648642,629.6511818095605,440.7148357267557,604.4099322872123,535.1830087681581,-0.20178625,29.508775109273877,58.11773763914707,0.5280396046852809
602,631.6093951411665,718.0581810594318,497.194928542135,674.8337881002992,607.6265548007834,-4.68792823,41.5026133533223,50.811863076746164,3.7346259614417345
559,588.8045969800297,611.236499597461,491.73335341897877,600.0205482887454,551.4849265082199,-5.061882521,28.469601485319146,55.50213057880919,4.961663841132195
477,522.7582966142324,413.1381163731093,534.3121107930219,467.9482064936709,473.72511358306565,-8.753241586,36.71620291943804,53.45916368754828,6.976706275200751
404,402.45720486084804,393.52515251966565,510.01443851792556,397.99117869025685,451.7697955187956,0.3833438985606913,39.12038015328049,55.24682583826825,0.49842027782941556
212,218.65489862572673,250.7209198678772,157.17145968053674,234.68790924680195,203.94618977420697,-3.043562558,26.141094423025088,41.287482987728005,2.6170568373590597
483,509.7302398018706,399.02874164143924,479.39813192654674,454.3794907216549,439.21343678399296,-5.243997259,25.672272003665654,32.50612813821418,9.06437453344411
368,335.0461799154514,356.04637656771655,315.04284024442086,345.546278241584,335.54460840606873,9.83560537620948,39.61641929961459,69.25188361988987,2.565300624442478
390,378.2614970227719,329.7989424425176,308.3917579239747,354.03021973264475,319.0953501832462,3.1032772485753246,29.5063385990247,40.038666453611924,8.506160578411379
537,492.077302133204,528.0429778003554,532.0691437133012,510.06013996677973,530.0560607568283,9.129195285385373,28.315490803265515,67.82792588001129,8.49975371480662
503,488.5109214037622,599.1860377762739,591.7260963998642,543.8484795900181,595.4560670880691,2.965968202840307,34.94511860629376,43.591098862475405,8.721357000224765
616,671.0257959573917,630.8289084635783,708.6696257869587,650.927352210485,669.7492671252685,-8.200250466,36.1596147756528,52.10054459130901,0.941519101256979
423,414.3184656350578,354.20462885822,408.0441137640489,384.2615472466389,381.1243713111345,2.0953771277452815,28.9121854608903,37.46893183092166,0.9403610443426635
418,434.37716627891194,467.0332977932761,372.0438286085357,450.705232036094,419.5385632009059,-3.770264082,42.14358513997506,66.24573019063065,2.769044873778089
593,570.8410125853297,663.8263242091886,759.4275410733858,617.3336683972591,711.6269326412871,3.8818141875112593,42.13747872150188,34.70575952637301,7.397303320855406
492,458.763767128996,396.0811599312294,509.6398778100506,427.42246353011274,452.86051887064,7.244737978982238,35.54799244245353,58.774144894766344,8.902580530178021
545,573.2944827024949,651.3982935303047,676.2237955233102,612.3463881163998,663.8110445268074,-4.93541863,38.03335837412852,42.56243179970928,2.5432198117831675
450,486.48238868500835,493.14083413081744,366.6403128369384,489.8116114079129,429.8905734838779,-7.499220842,37.27554837631398,47.42021817592637,5.77249730768613
599,578.0474610487175,643.643996325989,444.3290286495686,610.8457286873532,543.9865124877788,3.624709104901093,28.497628743519186,64.22949035623145,2.271795570235149
586,637.3693247221622,673.0103306424594,679.5483754298124,655.1898276823108,676.279353036136,-8.05958535,40.76894686506597,56.59939613903981,2.60286857566003
462,451.0609432437293,393.41124197764714,437.8173850325424,422.2360926106882,415.61431350509474,2.425183762886741,41.04708658318528,49.16280252413405,0.18000088945214987
533,569.1865329527818,635.7194814031658,571.8059702216788,602.4530071779739,603.7627258124223,-6.35758769,36.18369613658653,55.129524418531254,5.32675886761555
519,468.3875389655853,512.5162296304314,457.1140022006641,490.4518842980084,484.8151159155478,10.805680515367735,36.96714968595518,41.88951230834469,2.9991911150698467
434,463.3516095323071,396.72640273883013,415.55914732041134,430.0390061355686,406.14277502962074,-6.334629885,30.355533509766683,61.56643386354926,5.73349345635218
514,465.95597565169476,589.7741896994514,379.7494379600666,527.8650826755731,484.76181382975903,10.310850565036745,44.11648967441505,31.00567833109091,6.944504561307088
434,429.24736254631966,484.1360730139704,470.3532881306683,456.69171778014504,477.24468057231934,1.1072024823839153,38.528527246767844,35.26773753888154,2.3418444681548567
316,301.39820537623297,304.24124937777094,390.2246109622169,302.819727377002,347.2329301699939,4.844685324366723,25.05842065242724,31.590638599542782,6.0407167707121925
457,454.64996162741727,473.61056826434634,467.1474533059424,464.1302649458818,470.3790107851444,0.5168896009956274,42.082719953010084,31.979874139746663,8.333170714730125
430,390.8173484066935,391.7853965184583,511.7040012662853,391.3013724625759,451.7446988923718,10.02582197362747,30.69124603525795,62.7282667499299,5.315994646044309
607,593.6305036471035,662.8100829884106,746.2185661297435,628.2202933177571,704.5143245590771,2.252157911488366,38.41886009485016,40.326930167646765,6.746078529162162
502,535.0905907092712,409.74419449897204,613.9252354592151,472.4173926041216,511.8347149790935,-6.184109996,30.13388456620092,56.61168407912221,8.003548790234067
411,424.85667156062357,440.3733408769696,376.94946974061753,432.61500621879657,408.6614053087936,-3.261493225,36.87321582417077,30.405247361109737,6.360960464095422
469,428.3324326005717,475.37229784996055,368.297386635479,451.8523652252661,421.8348422427198,9.494393677480785,25.234132214618082,46.88137040510556,2.9504070765415626
481,470.16716674132505,548.6942539745476,453.2649235994977,509.4307103579363,500.97958878702264,2.3040386536890876,26.552292894628817,51.70137474129006,8.617424949182954
423,429.9540139618621,401.2023740456466,448.65262353389915,415.57819400375433,424.92749878977287,-1.617385519,39.11171725287649,57.536200739685476,3.7455288702012135
544,558.8949721390761,509.31546664808906,404.2067605198733,534.1052193935826,456.76111358398117,-2.665075351,33.19257789790464,42.44869980253574,6.7712063973500936
397,368.45990562572183,394.7116443059124,284.45924667290666,381.5857749658171,339.5854454894095,7.745780188976364,35.109102358209,68.56069628470809,3.8420671298580023
323,352.45235635051364,298.964499885154,398.27263169342245,325.7084281178338,348.61856578928825,-8.356407843,37.05885752958923,63.0682943896595,9.840131632104644
354,329.5134690570369,361.60554632669437,362.8581021558848,345.55950769186563,362.2318242412896,7.431116856326325,40.2380362520974,63.34599847750342,4.404413503124241
554,537.0782959245803,571.831620380203,434.0689835273092,554.4549581523917,502.95030195375614,3.1506959420672547,33.880874984044056,55.04937285684255,4.888978317924514
584,549.1132541936603,559.5041768265448,422.6266203249711,554.3087155101025,491.06539857575797,6.353287876390601,34.510920749736535,51.720983358306526,2.277497361032096
666,705.1888602515809,606.2644801821615,816.6853961748683,655.7266702168712,711.4749381785149,-5.557214877,43.88084187650796,35.951838776204625,4.626756050653935
656,617.0628695504946,724.6958454175078,611.3423434855438,670.8793574840013,668.0190944515258,6.310075094596036,35.22550924401502,49.693019200047274,5.772790292331313
489,445.9163194352201,391.8196311823853,530.1341846115937,418.86797530880267,460.9769078969895,9.661830860854788,30.968698247237533,39.61529554797935,3.1189908000428046
595,539.1353853941123,683.5475045503878,604.7197465598088,611.34144497225,644.1336255550982,10.361889818278247,37.650882199316555,55.77881108484135,8.197978049847276
410,429.50530052204556,464.7997139081108,469.1571284605657,447.1525072150782,466.97842118433823,-4.541341049,27.85700574601677,60.13711689027876,7.689227821076409
431,394.59337264869237,415.0604185499911,406.9777380878873,404.8268955993417,411.0190783189392,9.226365639881276,26.320196882804833,43.952821358779175,1.1099809879131484
672,711.5828891795567,727.6648450892884,490.6511278222742,719.6238671344225,609.1579864557813,-5.562653316,26.45803670735807,46.11493130530548,2.9529049404794327
